Patch1_Us,Patch1_Ls,Patch2_Us,Patch2_Rs,Patch3_Us,Distance,Alpha,Lambda,Beta,Var,Total_prop_Ls
55,2,55,2,50,1,0.01,0.001,1.5,0.33078,0.53855
55,2,55,2,50,1,0.01,0.001,1.6,0.34792,0.53159
55,2,55,2,50,1,0.01,0.001,1.7,0.35831,0.52769
55,2,55,2,50,1,0.01,0.001,1.8,0.36508,0.52525
55,2,55,2,50,1,0.01,0.001,1.9,0.36969,0.47639
55,2,55,2,50,1,0.01,0.001,2,0.37293,0.52246
55,2,55,2,50,1,0.01,0.001,2.1,0.37525,0.52163
55,2,55,2,50,1,0.01,0.001,2.2,0.37695,0.52101
55,2,55,2,50,1,0.01,0.001,2.3,0.3782,0.52055
55,2,55,2,50,1,0.01,0.001,2.4,0.37914,0.52019
55,2,55,2,50,1,0.01,0.001,2.5,0.37984,0.51992
55,2,55,2,50,1,0.01,0.001,2.6,0.38038,0.51971
55,2,55,2,50,1,0.01,0.001,2.7,0.38078,0.51955
55,2,55,2,50,1,0.01,0.001,2.8,0.38109,0.51942
55,2,55,2,50,1,0.01,0.001,2.9,0.38133,0.51932
55,2,55,2,50,1,0.01,0.001,3,0.38151,0.48076
55,2,55,2,50,1,0.01,0.001,3.1,0.38165,0.51917
55,2,55,2,50,1,0.01,0.001,3.2,0.38176,0.48087
55,2,55,2,50,1,0.01,0.001,3.3,0.38185,0.48091
55,2,55,2,50,1,0.01,0.001,3.4,0.38191,0.51906
55,2,55,2,50,1,0.01,0.001,3.5,0.38196,0.51903
55,2,55,2,50,1,0.01,0.001,3.6,0.382,0.48099
55,2,55,2,50,1,0.01,0.001,3.7,0.38203,0.519
55,2,55,2,50,1,0.01,0.001,3.8,0.38206,0.48102
55,2,55,2,50,1,0.01,0.001,3.9,0.38208,0.51898
55,2,55,2,50,1,0.01,0.001,4,0.38209,0.51897
55,2,55,2,50,1,0.01,0.001,4.1,0.3821,0.51896
55,2,55,2,50,1,0.01,0.001,4.2,0.38211,0.48104
55,2,55,2,50,1,0.01,0.001,4.3,0.38212,0.51895
55,2,55,2,50,1,0.01,0.001,4.4,0.38212,0.51895
55,2,55,2,50,1,0.01,0.001,4.5,0.38213,0.51895
55,2,55,2,50,1,0.01,0.001,4.6,0.38213,0.51895
55,2,55,2,50,1,0.01,0.001,4.7,0.38213,0.51895
55,2,55,2,50,1,0.01,0.001,4.8,0.38213,0.51894
55,2,55,2,50,1,0.01,0.001,4.9,0.38214,0.51894
55,2,55,2,50,1,0.01,0.001,5,0.38214,0.51894
55,2,55,2,50,1,0.01,0.0015,1,2.94E-19,0.5
55,2,55,2,50,1,0.01,0.0015,1.1,6.68E-10,0.5
55,2,55,2,50,1,0.01,0.0015,1.2,0.0031669,0.49992
55,2,55,2,50,1,0.01,0.0015,1.3,0.14346,0.5
55,2,55,2,50,1,0.01,0.0015,1.4,0.22093,0.49962
55,2,55,2,50,1,0.01,0.0015,1.5,0.24914,0.44014
55,2,55,2,50,1,0.01,0.0015,1.6,0.26515,0.4356
55,2,55,2,50,1,0.01,0.0015,1.7,0.28955,0.54978
55,2,55,2,50,1,0.01,0.0015,1.8,0.30344,0.54264
55,2,55,2,50,1,0.01,0.0015,1.9,0.31254,0.46168
55,2,55,2,50,1,0.01,0.0015,2,0.31887,0.46455
55,2,55,2,50,1,0.01,0.0015,2.1,0.32343,0.53342
55,2,55,2,50,1,0.01,0.0015,2.2,0.32679,0.53194
55,2,55,2,50,1,0.01,0.0015,2.3,0.32932,0.46918
55,2,55,2,50,1,0.01,0.0015,2.4,0.33125,0.47003
55,2,55,2,50,1,0.01,0.0015,2.5,0.33273,0.4707
55,2,55,2,50,1,0.01,0.0015,2.6,0.33388,0.52878
55,2,55,2,50,1,0.01,0.0015,2.7,0.33478,0.52836
55,2,55,2,50,1,0.01,0.0015,2.8,0.33548,0.52803
55,2,55,2,50,1,0.01,0.0015,2.9,0.33604,0.47224
55,2,55,2,50,1,0.01,0.0015,3,0.33648,0.47245
55,2,55,2,50,1,0.01,0.0015,3.1,0.33683,0.52737
55,2,55,2,50,1,0.01,0.0015,3.2,0.33711,0.47277
55,2,55,2,50,1,0.01,0.0015,3.3,0.33733,0.47289
55,2,55,2,50,1,0.01,0.0015,3.4,0.33751,0.47298
55,2,55,2,50,1,0.01,0.0015,3.5,0.33766,0.47306
55,2,55,2,50,1,0.01,0.0015,3.6,0.33777,0.52688
55,2,55,2,50,1,0.01,0.0015,3.7,0.33787,0.47317
55,2,55,2,50,1,0.01,0.0015,3.8,0.33794,0.52679
55,2,55,2,50,1,0.01,0.0015,3.9,0.338,0.47325
55,2,55,2,50,1,0.01,0.0015,4,0.33805,0.47328
55,2,55,2,50,1,0.01,0.0015,4.1,0.33809,0.5267
55,2,55,2,50,1,0.01,0.0015,4.2,0.33812,0.47332
55,2,55,2,50,1,0.01,0.0015,4.3,0.33815,0.52667
55,2,55,2,50,1,0.01,0.0015,4.4,0.33817,0.47335
55,2,55,2,50,1,0.01,0.0015,4.5,0.33819,0.52664
55,2,55,2,50,1,0.01,0.0015,4.6,0.3382,0.47336
55,2,55,2,50,1,0.01,0.0015,4.7,0.33821,0.52663
55,2,55,2,50,1,0.01,0.0015,4.8,0.33822,0.47338
55,2,55,2,50,1,0.01,0.0015,4.9,0.33823,0.47338
55,2,55,2,50,1,0.01,0.0015,5,0.33824,0.52661
55,2,55,2,50,1,0.01,0.002,1,6.16E-32,0.5
55,2,55,2,50,1,0.01,0.002,1.1,2.67E-16,0.5
55,2,55,2,50,1,0.01,0.002,1.2,5.59E-08,0.49971
55,2,55,2,50,1,0.01,0.002,1.3,0.023164,0.46336
55,2,55,2,50,1,0.01,0.002,1.4,0.13108,0.49727
55,2,55,2,50,1,0.01,0.002,1.5,0.15897,0.39274
55,2,55,2,50,1,0.01,0.002,1.6,3.18E-09,0.99973
55,2,55,2,50,1,0.01,0.002,1.7,5.85E-08,0.99919
55,2,55,2,50,1,0.01,0.002,1.8,0.23572,0.42571
55,2,55,2,50,1,0.01,0.002,1.9,0.25601,0.55962
55,2,55,2,50,1,0.01,0.002,2,0.2677,0.55226
55,2,55,2,50,1,0.01,0.002,2.1,0.27562,0.54764
55,2,55,2,50,1,0.01,0.002,2.2,0.28134,0.45555
55,2,55,2,50,1,0.01,0.002,2.3,0.2856,0.54214
55,2,55,2,50,1,0.01,0.002,2.4,0.28884,0.4596
55,2,55,2,50,1,0.01,0.002,2.5,0.29135,0.46094
55,2,55,2,50,1,0.01,0.002,2.6,0.29331,0.53801
55,2,55,2,50,1,0.01,0.002,2.7,0.29487,0.53718
55,2,55,2,50,1,0.01,0.002,2.8,0.29611,0.5365
55,2,55,2,50,1,0.01,0.002,2.9,0.2971,0.53596
55,2,55,2,50,1,0.01,0.002,3,0.2979,0.46449
55,2,55,2,50,1,0.01,0.002,3.1,0.29855,0.46485
55,2,55,2,50,1,0.01,0.002,3.2,0.29908,0.53485
55,2,55,2,50,1,0.01,0.002,3.3,0.29951,0.5346
55,2,55,2,50,1,0.01,0.002,3.4,0.29986,0.46561
55,2,55,2,50,1,0.01,0.002,3.5,0.30015,0.46578
55,2,55,2,50,1,0.01,0.002,3.6,0.30039,0.46593
55,2,55,2,50,1,0.01,0.002,3.7,0.30058,0.53395
55,2,55,2,50,1,0.01,0.002,3.8,0.30074,0.46615
55,2,55,2,50,1,0.01,0.002,3.9,0.30088,0.46623
55,2,55,2,50,1,0.01,0.002,4,0.30099,0.4663
55,2,55,2,50,1,0.01,0.002,4.1,0.30108,0.46636
55,2,55,2,50,1,0.01,0.002,4.2,0.30115,0.53359
55,2,55,2,50,1,0.01,0.002,4.3,0.30122,0.46645
55,2,55,2,50,1,0.01,0.002,4.4,0.30127,0.46648
55,2,55,2,50,1,0.01,0.002,4.5,0.30131,0.53349
55,2,55,2,50,1,0.01,0.002,4.6,0.30135,0.46654
55,2,55,2,50,1,0.01,0.002,4.7,0.30138,0.46656
55,2,55,2,50,1,0.01,0.002,4.8,0.3014,0.53343
55,2,55,2,50,1,0.01,0.002,4.9,0.30142,0.53341
55,2,55,2,50,1,0.01,0.002,5,0.30144,0.4666
55,2,55,2,50,1,0.01,0.0025,1,7.98E-26,0.5
55,2,55,2,50,1,0.01,0.0025,1.1,3.52E-27,0.5
55,2,55,2,50,1,0.01,0.0025,1.2,9.83E-14,0.49923
55,2,55,2,50,1,0.01,0.0025,1.3,1.98E-07,0.89725
55,2,55,2,50,1,0.01,0.0025,1.4,4.04E-08,0.002015
55,2,55,2,50,1,0.01,0.0025,1.5,0.090892,0.36488
55,2,55,2,50,1,0.01,0.0025,1.6,1.73E-14,0.99999
55,2,55,2,50,1,0.01,0.0025,1.7,1.12E-24,1
55,2,55,2,50,1,0.01,0.0025,1.8,3.76E-28,-6.95E-11
55,2,55,2,50,1,0.01,0.0025,1.9,1.27E-25,2.37E-10
55,2,55,2,50,1,0.01,0.0025,2,0.20726,0.41355
55,2,55,2,50,1,0.01,0.0025,2.1,0.22727,0.43096
55,2,55,2,50,1,0.01,0.0025,2.2,0.23774,0.56112
55,2,55,2,50,1,0.01,0.0025,2.3,0.24485,0.44388
55,2,55,2,50,1,0.01,0.0025,2.4,0.25006,0.55263
55,2,55,2,50,1,0.01,0.0025,2.5,0.254,0.44994
55,2,55,2,50,1,0.01,0.0025,2.6,0.25707,0.54809
55,2,55,2,50,1,0.01,0.0025,2.7,0.25949,0.54655
55,2,55,2,50,1,0.01,0.0025,2.8,0.26143,0.45468
55,2,55,2,50,1,0.01,0.0025,2.9,0.26299,0.45567
55,2,55,2,50,1,0.01,0.0025,3,0.26426,0.54352
55,2,55,2,50,1,0.01,0.0025,3.1,0.26529,0.45714
55,2,55,2,50,1,0.01,0.0025,3.2,0.26614,0.54231
55,2,55,2,50,1,0.01,0.0025,3.3,0.26685,0.54185
55,2,55,2,50,1,0.01,0.0025,3.4,0.26743,0.54146
55,2,55,2,50,1,0.01,0.0025,3.5,0.26791,0.45886
55,2,55,2,50,1,0.01,0.0025,3.6,0.26832,0.54086
55,2,55,2,50,1,0.01,0.0025,3.7,0.26865,0.45937
55,2,55,2,50,1,0.01,0.0025,3.8,0.26894,0.45956
55,2,55,2,50,1,0.01,0.0025,3.9,0.26917,0.45973
55,2,55,2,50,1,0.01,0.0025,4,0.26937,0.54013
55,2,55,2,50,1,0.01,0.0025,4.1,0.26954,0.54001
55,2,55,2,50,1,0.01,0.0025,4.2,0.26968,0.46009
55,2,55,2,50,1,0.01,0.0025,4.3,0.2698,0.53982
55,2,55,2,50,1,0.01,0.0025,4.4,0.2699,0.53975
55,2,55,2,50,1,0.01,0.0025,4.5,0.26999,0.53968
55,2,55,2,50,1,0.01,0.0025,4.6,0.27006,0.53963
55,2,55,2,50,1,0.01,0.0025,4.7,0.27012,0.46042
55,2,55,2,50,1,0.01,0.0025,4.8,0.27017,0.46046
55,2,55,2,50,1,0.01,0.0025,4.9,0.27022,0.53951
55,2,55,2,50,1,0.01,0.0025,5,0.27025,0.46052
55,2,55,2,50,1,0.01,0.003,1,3.64E-26,0.5
55,2,55,2,50,1,0.01,0.003,1.1,1.97E-24,0.5
55,2,55,2,50,1,0.01,0.003,1.2,2.65E-18,0.49979
55,2,55,2,50,1,0.01,0.003,1.3,1.33E-13,0.04243
55,2,55,2,50,1,0.01,0.003,1.4,1.17E-26,3.76E-10
55,2,55,2,50,1,0.01,0.003,1.5,1.41E-21,1
55,2,55,2,50,1,0.01,0.003,1.6,2.72E-18,1
55,2,55,2,50,1,0.01,0.003,1.7,9.71E-23,1
55,2,55,2,50,1,0.01,0.003,1.8,2.51E-28,1
55,2,55,2,50,1,0.01,0.003,1.9,1.61E-28,2.66E-11
55,2,55,2,50,1,0.01,0.003,2,1.31E-29,-1.96E-12
55,2,55,2,50,1,0.01,0.003,2.1,4.89E-30,-3.43E-12
55,2,55,2,50,1,0.01,0.003,2.2,1.02E-19,1
55,2,55,2,50,1,0.01,0.003,2.3,0.20153,0.57905
55,2,55,2,50,1,0.01,0.003,2.4,0.21186,0.56975
55,2,55,2,50,1,0.01,0.003,2.5,0.21857,0.43585
55,2,55,2,50,1,0.01,0.003,2.6,0.22344,0.43972
55,2,55,2,50,1,0.01,0.003,2.7,0.22716,0.55741
55,2,55,2,50,1,0.01,0.003,2.8,0.23008,0.4448
55,2,55,2,50,1,0.01,0.003,2.9,0.23242,0.55346
55,2,55,2,50,1,0.01,0.003,3,0.2343,0.55206
55,2,55,2,50,1,0.01,0.003,3.1,0.23585,0.44908
55,2,55,2,50,1,0.01,0.003,3.2,0.23712,0.45003
55,2,55,2,50,1,0.01,0.003,3.3,0.23817,0.54919
55,2,55,2,50,1,0.01,0.003,3.4,0.23905,0.54853
55,2,55,2,50,1,0.01,0.003,3.5,0.23979,0.54798
55,2,55,2,50,1,0.01,0.003,3.6,0.2404,0.45249
55,2,55,2,50,1,0.01,0.003,3.7,0.24093,0.45289
55,2,55,2,50,1,0.01,0.003,3.8,0.24137,0.54677
55,2,55,2,50,1,0.01,0.003,3.9,0.24174,0.45352
55,2,55,2,50,1,0.01,0.003,4,0.24206,0.45377
55,2,55,2,50,1,0.01,0.003,4.1,0.24233,0.54602
55,2,55,2,50,1,0.01,0.003,4.2,0.24256,0.54583
55,2,55,2,50,1,0.01,0.003,4.3,0.24276,0.54567
55,2,55,2,50,1,0.01,0.003,4.4,0.24293,0.45447
55,2,55,2,50,1,0.01,0.003,4.5,0.24307,0.45458
55,2,55,2,50,1,0.01,0.003,4.6,0.24319,0.45469
55,2,55,2,50,1,0.01,0.003,4.7,0.2433,0.45477
55,2,55,2,50,1,0.01,0.003,4.8,0.24339,0.54515
55,2,55,2,50,1,0.01,0.003,4.9,0.24347,0.54508
55,2,55,2,50,1,0.01,0.003,5,0.24354,0.45498
55,2,55,2,50,1,0.01,0.0035,1,9.18E-26,0.5
55,2,55,2,50,1,0.01,0.0035,1.1,8.96E-25,0.5
55,2,55,2,50,1,0.01,0.0035,1.2,1.07E-18,0.50028
55,2,55,2,50,1,0.01,0.0035,1.3,5.42E-24,0.00069445
55,2,55,2,50,1,0.01,0.0035,1.4,2.91E-26,1
55,2,55,2,50,1,0.01,0.0035,1.5,5.40E-32,1.43E-11
55,2,55,2,50,1,0.01,0.0035,1.6,2.81E-30,1.89E-11
55,2,55,2,50,1,0.01,0.0035,1.7,3.86E-27,1
55,2,55,2,50,1,0.01,0.0035,1.8,3.47E-29,1
55,2,55,2,50,1,0.01,0.0035,1.9,2.00E-30,1
55,2,55,2,50,1,0.01,0.0035,2,0,1
55,2,55,2,50,1,0.01,0.0035,2.1,3.55E-30,1
55,2,55,2,50,1,0.01,0.0035,2.2,6.43E-33,2.39E-12
55,2,55,2,50,1,0.01,0.0035,2.3,5.01E-32,1.11E-12
55,2,55,2,50,1,0.01,0.0035,2.4,2.05E-34,2.06E-13
55,2,55,2,50,1,0.01,0.0035,2.5,0.17559,0.40704
55,2,55,2,50,1,0.01,0.0035,2.6,0.18871,0.42112
55,2,55,2,50,1,0.01,0.0035,2.7,0.19558,0.57215
55,2,55,2,50,1,0.01,0.0035,2.8,0.20038,0.43231
55,2,55,2,50,1,0.01,0.0035,2.9,0.204,0.43557
55,2,55,2,50,1,0.01,0.0035,3,0.20683,0.56194
55,2,55,2,50,1,0.01,0.0035,3.1,0.20911,0.44003
55,2,55,2,50,1,0.01,0.0035,3.2,0.21096,0.44163
55,2,55,2,50,1,0.01,0.0035,3.3,0.21249,0.44293
55,2,55,2,50,1,0.01,0.0035,3.4,0.21376,0.44402
55,2,55,2,50,1,0.01,0.0035,3.5,0.21483,0.55508
55,2,55,2,50,1,0.01,0.0035,3.6,0.21572,0.44569
55,2,55,2,50,1,0.01,0.0035,3.7,0.21648,0.44634
55,2,55,2,50,1,0.01,0.0035,3.8,0.21713,0.4469
55,2,55,2,50,1,0.01,0.0035,3.9,0.21768,0.44737
55,2,55,2,50,1,0.01,0.0035,4,0.21815,0.44778
55,2,55,2,50,1,0.01,0.0035,4.1,0.21855,0.55186
55,2,55,2,50,1,0.01,0.0035,4.2,0.2189,0.44845
55,2,55,2,50,1,0.01,0.0035,4.3,0.2192,0.55129
55,2,55,2,50,1,0.01,0.0035,4.4,0.21945,0.44894
55,2,55,2,50,1,0.01,0.0035,4.5,0.21968,0.55086
55,2,55,2,50,1,0.01,0.0035,4.6,0.21987,0.44932
55,2,55,2,50,1,0.01,0.0035,4.7,0.22004,0.55053
55,2,55,2,50,1,0.01,0.0035,4.8,0.22018,0.44961
55,2,55,2,50,1,0.01,0.0035,4.9,0.22031,0.55028
55,2,55,2,50,1,0.01,0.0035,5,0.22042,0.44983
55,2,55,2,50,1,0.01,0.004,1,1.34E-25,0.5
55,2,55,2,50,1,0.01,0.004,1.1,5.85E-28,0.5
55,2,55,2,50,1,0.01,0.004,1.2,8.90E-18,0.49963
55,2,55,2,50,1,0.01,0.004,1.3,1.75E-13,0.75453
55,2,55,2,50,1,0.01,0.004,1.4,3.73E-28,1
55,2,55,2,50,1,0.01,0.004,1.5,2.22E-31,1
55,2,55,2,50,1,0.01,0.004,1.6,0,1
55,2,55,2,50,1,0.01,0.004,1.7,0,1
55,2,55,2,50,1,0.01,0.004,1.8,5.74E-31,2.56E-11
55,2,55,2,50,1,0.01,0.004,1.9,0,1
55,2,55,2,50,1,0.01,0.004,2,5.10E-33,1.65E-12
55,2,55,2,50,1,0.01,0.004,2.1,2.47E-32,1
55,2,55,2,50,1,0.01,0.004,2.2,4.72E-36,1.09E-12
55,2,55,2,50,1,0.01,0.004,2.3,2.20E-33,-2.22E-14
55,2,55,2,50,1,0.01,0.004,2.4,6.26E-36,-3.14E-13
55,2,55,2,50,1,0.01,0.004,2.5,1.23E-32,1
55,2,55,2,50,1,0.01,0.004,2.6,0,1
55,2,55,2,50,1,0.01,0.004,2.7,3.23E-34,3.72E-13
55,2,55,2,50,1,0.01,0.004,2.8,0.16617,0.40927
55,2,55,2,50,1,0.01,0.004,2.9,0.17481,0.5808
55,2,55,2,50,1,0.01,0.004,3,0.17996,0.57525
55,2,55,2,50,1,0.01,0.004,3.1,0.18366,0.4286
55,2,55,2,50,1,0.01,0.004,3.2,0.18652,0.43149
55,2,55,2,50,1,0.01,0.004,3.3,0.1888,0.43376
55,2,55,2,50,1,0.01,0.004,3.4,0.19065,0.43558
55,2,55,2,50,1,0.01,0.004,3.5,0.19219,0.56292
55,2,55,2,50,1,0.01,0.004,3.6,0.19347,0.43832
55,2,55,2,50,1,0.01,0.004,3.7,0.19455,0.43937
55,2,55,2,50,1,0.01,0.004,3.8,0.19546,0.44026
55,2,55,2,50,1,0.01,0.004,3.9,0.19624,0.55899
55,2,55,2,50,1,0.01,0.004,4,0.19691,0.44166
55,2,55,2,50,1,0.01,0.004,4.1,0.19749,0.55778
55,2,55,2,50,1,0.01,0.004,4.2,0.19798,0.44271
55,2,55,2,50,1,0.01,0.004,4.3,0.19841,0.55687
55,2,55,2,50,1,0.01,0.004,4.4,0.19878,0.4435
55,2,55,2,50,1,0.01,0.004,4.5,0.19911,0.55618
55,2,55,2,50,1,0.01,0.004,4.6,0.19939,0.5559
55,2,55,2,50,1,0.01,0.004,4.7,0.19964,0.44435
55,2,55,2,50,1,0.01,0.004,4.8,0.19985,0.55543
55,2,55,2,50,1,0.01,0.004,4.9,0.20004,0.44476
55,2,55,2,50,1,0.01,0.004,5,0.20021,0.44493
55,2,55,2,50,1,0.01,0.0045,1,1.62E-28,0.5
55,2,55,2,50,1,0.01,0.0045,1.1,1.07E-24,0.5
55,2,55,2,50,1,0.01,0.0045,1.2,9.58E-19,0.50061
55,2,55,2,50,1,0.01,0.0045,1.3,2.29E-18,0.98718
55,2,55,2,50,1,0.01,0.0045,1.4,3.15E-28,1
55,2,55,2,50,1,0.01,0.0045,1.5,2.47E-31,1
55,2,55,2,50,1,0.01,0.0045,1.6,0,1
55,2,55,2,50,1,0.01,0.0045,1.7,0,1
55,2,55,2,50,1,0.01,0.0045,1.8,3.15E-34,-5.49E-12
55,2,55,2,50,1,0.01,0.0045,1.9,0,1
55,2,55,2,50,1,0.01,0.0045,2,1.86E-33,-1.29E-11
55,2,55,2,50,1,0.01,0.0045,2.1,1.23E-32,1
55,2,55,2,50,1,0.01,0.0045,2.2,9.82E-38,-1.11E-13
55,2,55,2,50,1,0.01,0.0045,2.3,0,1
55,2,55,2,50,1,0.01,0.0045,2.4,0,1
55,2,55,2,50,1,0.01,0.0045,2.5,3.46E-37,-2.12E-13
55,2,55,2,50,1,0.01,0.0045,2.6,0,1
55,2,55,2,50,1,0.01,0.0045,2.7,2.42E-36,-5.83E-13
55,2,55,2,50,1,0.01,0.0045,2.8,0,1
55,2,55,2,50,1,0.01,0.0045,2.9,0,1
55,2,55,2,50,1,0.01,0.0045,3,0,1
55,2,55,2,50,1,0.01,0.0045,3.1,0.15425,0.40755
55,2,55,2,50,1,0.01,0.0045,3.2,0.16121,0.58373
55,2,55,2,50,1,0.01,0.0045,3.3,0.16542,0.42127
55,2,55,2,50,1,0.01,0.0045,3.4,0.16848,0.57519
55,2,55,2,50,1,0.01,0.0045,3.5,0.17085,0.42751
55,2,55,2,50,1,0.01,0.0045,3.6,0.17277,0.57036
55,2,55,2,50,1,0.01,0.0045,3.7,0.17434,0.56862
55,2,55,2,50,1,0.01,0.0045,3.8,0.17566,0.43282
55,2,55,2,50,1,0.01,0.0045,3.9,0.17677,0.56597
55,2,55,2,50,1,0.01,0.0045,4,0.17771,0.43506
55,2,55,2,50,1,0.01,0.0045,4.1,0.17852,0.56406
55,2,55,2,50,1,0.01,0.0045,4.2,0.17921,0.43669
55,2,55,2,50,1,0.01,0.0045,4.3,0.17982,0.56265
55,2,55,2,50,1,0.01,0.0045,4.4,0.18034,0.56208
55,2,55,2,50,1,0.01,0.0045,4.5,0.18079,0.56158
55,2,55,2,50,1,0.01,0.0045,4.6,0.18119,0.43885
55,2,55,2,50,1,0.01,0.0045,4.7,0.18154,0.43924
55,2,55,2,50,1,0.01,0.0045,4.8,0.18184,0.56042
55,2,55,2,50,1,0.01,0.0045,4.9,0.18211,0.43987
55,2,55,2,50,1,0.01,0.0045,5,0.18235,0.55986
55,2,55,2,50,1,0.01,0.005,1,7.52E-31,0.5
55,2,55,2,50,1,0.01,0.005,1.1,9.70E-25,0.5
55,2,55,2,50,1,0.01,0.005,1.2,6.96E-17,0.50104
55,2,55,2,50,1,0.01,0.005,1.3,2.48E-20,0.00039686
55,2,55,2,50,1,0.01,0.005,1.4,3.94E-31,1
55,2,55,2,50,1,0.01,0.005,1.5,3.12E-39,-3.07E-12
55,2,55,2,50,1,0.01,0.005,1.6,0,1
55,2,55,2,50,1,0.01,0.005,1.7,0,1
55,2,55,2,50,1,0.01,0.005,1.8,2.91E-34,8.19E-13
55,2,55,2,50,1,0.01,0.005,1.9,2.20E-33,-5.35E-12
55,2,55,2,50,1,0.01,0.005,2,0,1
55,2,55,2,50,1,0.01,0.005,2.1,3.70E-33,1.56E-12
55,2,55,2,50,1,0.01,0.005,2.2,2.80E-35,-1.25E-13
55,2,55,2,50,1,0.01,0.005,2.3,0,1
55,2,55,2,50,1,0.01,0.005,2.4,0,1
55,2,55,2,50,1,0.01,0.005,2.5,0,1
55,2,55,2,50,1,0.01,0.005,2.6,0,1
55,2,55,2,50,1,0.01,0.005,2.7,5.43E-39,-4.91E-14
55,2,55,2,50,1,0.01,0.005,2.8,0,1
55,2,55,2,50,1,0.01,0.005,2.9,0,1
55,2,55,2,50,1,0.01,0.005,3,0,1
55,2,55,2,50,1,0.01,0.005,3.1,4.65E-38,1.02E-13
55,2,55,2,50,1,0.01,0.005,3.2,0,1
55,2,55,2,50,1,0.01,0.005,3.3,6.40E-38,-1.84E-13
55,2,55,2,50,1,0.01,0.005,3.4,0.14151,0.40329
55,2,55,2,50,1,0.01,0.005,3.5,0.14827,0.41258
55,2,55,2,50,1,0.01,0.005,3.6,0.15201,0.5825
55,2,55,2,50,1,0.01,0.005,3.7,0.1547,0.42094
55,2,55,2,50,1,0.01,0.005,3.8,0.15678,0.42356
55,2,55,2,50,1,0.01,0.005,3.9,0.15846,0.42565
55,2,55,2,50,1,0.01,0.005,4,0.15985,0.57264
55,2,55,2,50,1,0.01,0.005,4.1,0.16102,0.42878
55,2,55,2,50,1,0.01,0.005,4.2,0.16201,0.57002
55,2,55,2,50,1,0.01,0.005,4.3,0.16286,0.56899
55,2,55,2,50,1,0.01,0.005,4.4,0.16359,0.5681
55,2,55,2,50,1,0.01,0.005,4.5,0.16422,0.56734
55,2,55,2,50,1,0.01,0.005,4.6,0.16478,0.43333
55,2,55,2,50,1,0.01,0.005,4.7,0.16526,0.43392
55,2,55,2,50,1,0.01,0.005,4.8,0.16568,0.43443
55,2,55,2,50,1,0.01,0.005,4.9,0.16606,0.43488
55,2,55,2,50,1,0.01,0.005,5,0.16639,0.43529
55,2,55,2,50,1,0.01,0.0055,1,1.89E-30,0.5
55,2,55,2,50,1,0.01,0.0055,1.1,9.04E-28,0.5
55,2,55,2,50,1,0.01,0.0055,1.2,7.82E-17,0.50106
55,2,55,2,50,1,0.01,0.0055,1.3,1.38E-21,0.0045746
55,2,55,2,50,1,0.01,0.0055,1.4,0,1
55,2,55,2,50,1,0.01,0.0055,1.5,1.23E-33,1.27E-11
55,2,55,2,50,1,0.01,0.0055,1.6,1.23E-32,1
55,2,55,2,50,1,0.01,0.0055,1.7,0,1
55,2,55,2,50,1,0.01,0.0055,1.8,0,1
55,2,55,2,50,1,0.01,0.0055,1.9,0,1
55,2,55,2,50,1,0.01,0.0055,2,8.09E-38,1.00E-12
55,2,55,2,50,1,0.01,0.0055,2.1,1.25E-34,-1.08E-12
55,2,55,2,50,1,0.01,0.0055,2.2,1.23E-32,1
55,2,55,2,50,1,0.01,0.0055,2.3,1.17E-37,-1.38E-13
55,2,55,2,50,1,0.01,0.0055,2.4,2.28E-34,8.91E-14
55,2,55,2,50,1,0.01,0.0055,2.5,4.37E-35,2.58E-15
55,2,55,2,50,1,0.01,0.0055,2.6,4.93E-32,1
55,2,55,2,50,1,0.01,0.0055,2.7,0,1
55,2,55,2,50,1,0.01,0.0055,2.8,3.49E-38,5.08E-14
55,2,55,2,50,1,0.01,0.0055,2.9,0,1
55,2,55,2,50,1,0.01,0.0055,3,0,1
55,2,55,2,50,1,0.01,0.0055,3.1,0,1
55,2,55,2,50,1,0.01,0.0055,3.2,0,1
55,2,55,2,50,1,0.01,0.0055,3.3,0,1
55,2,55,2,50,1,0.01,0.0055,3.4,0,1
55,2,55,2,50,1,0.01,0.0055,3.5,1.64E-43,-1.23E-15
55,2,55,2,50,1,0.01,0.0055,3.6,9.03E-39,3.66E-14
55,2,55,2,50,1,0.01,0.0055,3.7,0,1
55,2,55,2,50,1,0.01,0.0055,3.8,0.13587,0.40792
55,2,55,2,50,1,0.01,0.0055,3.9,0.13961,0.58668
55,2,55,2,50,1,0.01,0.0055,4,0.14214,0.4169
55,2,55,2,50,1,0.01,0.0055,4.1,0.14408,0.41958
55,2,55,2,50,1,0.01,0.0055,4.2,0.14563,0.4217
55,2,55,2,50,1,0.01,0.0055,4.3,0.1469,0.42344
55,2,55,2,50,1,0.01,0.0055,4.4,0.14798,0.42488
55,2,55,2,50,1,0.01,0.0055,4.5,0.14889,0.57389
55,2,55,2,50,1,0.01,0.0055,4.6,0.14967,0.57284
55,2,55,2,50,1,0.01,0.0055,4.7,0.15035,0.57194
55,2,55,2,50,1,0.01,0.0055,4.8,0.15095,0.42885
55,2,55,2,50,1,0.01,0.0055,4.9,0.15146,0.57046
55,2,55,2,50,1,0.01,0.0055,5,0.15192,0.43015
55,2,55,2,50,1,0.01,0.006,1,2.47E-32,0.5
