Environment,Alpha,Lambda,Beta,Var,Total_prop_Ls
directDist,0.01,0.045,1.4,3.34E-15,1
directDist,0.01,0.045,1.6,0.008697,0.97187
directDist,0.01,0.045,1.8,0.045249,0.8779
directDist,0.01,0.045,2,0.062318,0.83432
directDist,0.01,0.045,2.2,0.075384,0.81205
directDist,0.01,0.045,2.4,0.084759,0.79314
directDist,0.01,0.045,2.6,0.096217,0.77725
directDist,0.01,0.045,2.8,0.097247,0.77659
directDist,0.01,0.045,3,0.10258,0.76071
directDist,0.01,0.045,3.2,0.11225,0.73738
directDist,0.01,0.045,3.4,0.1126,0.73716
directDist,0.01,0.045,3.6,0.11755,0.71896
directDist,0.01,0.045,3.8,0.11771,0.71886
directDist,0.01,0.045,4,0.11782,0.7188
directDist,0.01,0.045,4.2,0.1179,0.71875
directDist,0.01,0.045,4.4,0.12258,0.70504
directDist,0.01,0.045,4.6,0.12262,0.70502
directDist,0.01,0.045,4.8,0.12265,0.705
directDist,0.01,0.045,5,0.12267,0.70499
directDist,0.01,0.05,1,2.34E-08,0.58511
directDist,0.01,0.05,1.2,6.98E-14,1
directDist,0.01,0.05,1.4,1.95E-16,1
directDist,0.01,0.05,1.6,1.51E-12,1
directDist,0.01,0.05,1.8,0.026844,0.92437
directDist,0.01,0.05,2,0.058036,0.83642
directDist,0.01,0.05,2.2,0.061284,0.83285
directDist,0.01,0.05,2.4,0.073449,0.81105
directDist,0.01,0.05,2.6,0.082047,0.79248
directDist,0.01,0.05,2.8,0.092787,0.77687
directDist,0.01,0.05,3,0.093649,0.77626
directDist,0.01,0.05,3.2,0.098621,0.76044
directDist,0.01,0.05,3.4,0.10774,0.73728
directDist,0.01,0.05,3.6,0.11257,0.71898
directDist,0.01,0.05,3.8,0.11278,0.71884
directDist,0.01,0.05,4,0.11292,0.71874
directDist,0.01,0.05,4.2,0.11303,0.71867
directDist,0.01,0.05,4.4,0.1131,0.71862
directDist,0.01,0.05,4.6,0.11759,0.70496
directDist,0.01,0.05,4.8,0.11763,0.70494
directDist,0.01,0.05,5,0.11766,0.70492
directDist,0.01,0.055,1,6.29E-09,0.58679
directDist,0.01,0.055,1.2,1.13E-14,1
directDist,0.01,0.055,1.4,1.88E-17,1
directDist,0.01,0.055,1.6,3.87E-16,1
directDist,0.01,0.055,1.8,0.0089036,0.97051
directDist,0.01,0.055,2,0.042688,0.8771
directDist,0.01,0.055,2.2,0.057964,0.83386
directDist,0.01,0.055,2.4,0.059923,0.8317
directDist,0.01,0.055,2.6,0.078263,0.7929
directDist,0.01,0.055,2.8,0.079401,0.79191
directDist,0.01,0.055,3,0.089514,0.77654
directDist,0.01,0.055,3.2,0.090257,0.77597
directDist,0.01,0.055,3.4,0.094916,0.7602
directDist,0.01,0.055,3.6,0.10355,0.73721
directDist,0.01,0.055,3.8,0.10815,0.7189
directDist,0.01,0.055,4,0.10834,0.71876
directDist,0.01,0.055,4.2,0.10847,0.71866
directDist,0.01,0.055,4.4,0.10857,0.71859
directDist,0.01,0.055,4.6,0.11291,0.70495
directDist,0.01,0.055,4.8,0.11296,0.70492
directDist,0.01,0.055,5,0.113,0.70489
directDist,0.01,0.06,1,1.65E-09,0.58846
directDist,0.01,0.06,1.2,1.88E-15,1
directDist,0.01,0.06,1.4,2.08E-18,1
directDist,0.01,0.06,1.6,3.55E-18,1
directDist,0.01,0.06,1.8,1.26E-11,1
directDist,0.01,0.06,2,0.025571,0.92363
directDist,0.01,0.06,2.2,0.042867,0.87485
directDist,0.01,0.06,2.4,0.057049,0.83235
directDist,0.01,0.06,2.6,0.058426,0.83073
directDist,0.01,0.06,2.8,0.075927,0.79226
directDist,0.01,0.06,3,0.076845,0.79139
directDist,0.01,0.06,3.2,0.086392,0.77626
directDist,0.01,0.06,3.4,0.087054,0.77572
directDist,0.01,0.06,3.6,0.091439,0.76
directDist,0.01,0.06,3.8,0.099626,0.73716
directDist,0.01,0.06,4,0.10403,0.71884
directDist,0.01,0.06,4.2,0.1042,0.7187
directDist,0.01,0.06,4.4,0.10432,0.7186
directDist,0.01,0.06,4.6,0.10442,0.71853
directDist,0.01,0.06,4.8,0.10859,0.70494
directDist,0.01,0.06,5,0.10864,0.7049
directDist,0.01,0.065,1,4.47E-10,0.5901
directDist,0.01,0.065,1.2,3.22E-16,1
directDist,0.01,0.065,1.4,1.76E-19,1
directDist,0.01,0.065,1.6,9.86E-20,1
directDist,0.01,0.065,1.8,1.55E-16,1
directDist,0.01,0.065,2,0.0086751,0.96982
directDist,0.01,0.065,2.2,0.040029,0.87678
directDist,0.01,0.065,2.4,0.053634,0.83423
directDist,0.01,0.065,2.6,0.05585,0.83119
directDist,0.01,0.065,2.8,0.072338,0.79306
directDist,0.01,0.065,3,0.073625,0.79171
directDist,0.01,0.065,3.2,0.074388,0.79093
directDist,0.01,0.065,3.4,0.080131,0.7798
directDist,0.01,0.065,3.6,0.084021,0.77551
directDist,0.01,0.065,3.8,0.08817,0.75984
directDist,0.01,0.065,4,0.096599,0.73064
directDist,0.01,0.065,4.2,0.10018,0.71881
directDist,0.01,0.065,4.4,0.10033,0.71868
directDist,0.01,0.065,4.6,0.10045,0.71857
directDist,0.01,0.065,4.8,0.10054,0.71849
directDist,0.01,0.065,5,0.10457,0.70495
directDist,0.01,0.07,1,1.17E-10,0.59172
directDist,0.01,0.07,1.2,5.31E-17,1
directDist,0.01,0.07,1.4,2.96E-21,1
directDist,0.01,0.07,1.6,9.43E-22,1
directDist,0.01,0.07,1.8,3.84E-19,1
directDist,0.01,0.07,2,3.26E-11,1
directDist,0.01,0.07,2.2,0.024146,0.92319
directDist,0.01,0.07,2.4,0.040206,0.87443
directDist,0.01,0.07,2.6,0.053088,0.83224
directDist,0.01,0.07,2.8,0.054529,0.83024
directDist,0.01,0.07,3,0.070308,0.79243
directDist,0.01,0.07,3.2,0.071381,0.79124
directDist,0.01,0.07,3.4,0.072034,0.79053
directDist,0.01,0.07,3.6,0.077517,0.77951
directDist,0.01,0.07,3.8,0.081142,0.77534
directDist,0.01,0.07,4,0.085088,0.7597
directDist,0.01,0.07,4.2,0.089373,0.74134
directDist,0.01,0.07,4.4,0.096569,0.71881
directDist,0.01,0.07,4.6,0.096711,0.71867
directDist,0.01,0.07,4.8,0.096819,0.71856
directDist,0.01,0.07,5,0.096903,0.71848
directDist,0.01,0.075,1,3.02E-11,0.59331
directDist,0.01,0.075,1.2,6.98E-18,1
directDist,0.01,0.075,1.4,6.02E-23,1
directDist,0.01,0.075,1.6,8.40E-24,1
directDist,0.01,0.075,1.8,2.87E-22,1
directDist,0.01,0.075,2,1.91E-17,1
directDist,0.01,0.075,2.2,0.0083163,0.96938
directDist,0.01,0.075,2.4,0.024624,0.92116
directDist,0.01,0.075,2.6,0.039785,0.87299
directDist,0.01,0.075,2.8,0.052073,0.83101
directDist,0.01,0.075,3,0.053159,0.82943
directDist,0.01,0.075,3.2,0.068273,0.79194
directDist,0.01,0.075,3.4,0.069208,0.79083
directDist,0.01,0.075,3.6,0.069779,0.79017
directDist,0.01,0.075,3.8,0.075031,0.77925
directDist,0.01,0.075,4,0.075335,0.77891
directDist,0.01,0.075,4.2,0.082175,0.75959
directDist,0.01,0.075,4.4,0.086291,0.74123
directDist,0.01,0.075,4.6,0.090096,0.73034
directDist,0.01,0.075,4.8,0.093308,0.71868
directDist,0.01,0.075,5,0.09341,0.71858
directDist,0.01,0.08,1,7.58E-12,0.59485
directDist,0.01,0.08,1.2,7.73E-19,1
directDist,0.01,0.08,1.4,2.19E-24,1
directDist,0.01,0.08,1.6,3.41E-25,1
directDist,0.01,0.08,1.8,9.89E-25,1
directDist,0.01,0.08,2,1.51E-20,1
directDist,0.01,0.08,2.2,9.28E-13,1
directDist,0.01,0.08,2.4,0.015244,0.94719
directDist,0.01,0.08,2.6,0.037568,0.87446
directDist,0.01,0.08,2.8,0.039135,0.87191
directDist,0.01,0.08,3,0.050917,0.83005
directDist,0.01,0.08,3.2,0.05746,0.812
directDist,0.01,0.08,3.4,0.066249,0.79156
directDist,0.01,0.08,3.6,0.067108,0.79049
directDist,0.01,0.08,3.8,0.067622,0.78986
directDist,0.01,0.08,4,0.072664,0.77902
directDist,0.01,0.08,4.2,0.072942,0.7787
directDist,0.01,0.08,4.4,0.079416,0.75952
directDist,0.01,0.08,4.6,0.083382,0.74114
directDist,0.01,0.08,4.8,0.083543,0.74096
directDist,0.01,0.08,5,0.090104,0.71872
directDist,0.01,0.085,1,1.97E-12,0.59635
directDist,0.01,0.085,1.2,2.98E-20,1
directDist,0.01,0.085,1.4,2.41E-24,1
directDist,0.01,0.085,1.6,5.66E-25,1
directDist,0.01,0.085,1.8,2.12E-25,1
directDist,0.01,0.085,2,7.72E-24,1
directDist,0.01,0.085,2.2,6.80E-19,1
directDist,0.01,0.085,2.4,0.007884,0.96913
directDist,0.01,0.085,2.6,0.023072,0.9211
directDist,0.01,0.085,2.8,0.037268,0.87288
directDist,0.01,0.085,3,0.038375,0.87104
directDist,0.01,0.085,3.2,0.049703,0.82926
directDist,0.01,0.085,3.4,0.055934,0.81141
directDist,0.01,0.085,3.6,0.064156,0.79142
directDist,0.01,0.085,3.8,0.065081,0.7902
directDist,0.01,0.085,4,0.065555,0.78959
directDist,0.01,0.085,4.2,0.070409,0.77883
directDist,0.01,0.085,4.4,0.070666,0.77851
directDist,0.01,0.085,4.6,0.080433,0.7413
directDist,0.01,0.085,4.8,0.080631,0.74107
directDist,0.01,0.085,5,0.080785,0.74089
directDist,0.01,0.09,1,4.71E-13,0.59779
directDist,0.01,0.09,1.2,9.95E-22,1
directDist,0.01,0.09,1.4,1.13E-24,1
directDist,0.01,0.09,1.6,1.05E-24,1
directDist,0.01,0.09,1.8,1.79E-26,1
directDist,0.01,0.09,2,4.21E-26,1
directDist,0.01,0.09,2.2,4.65E-22,1
directDist,0.01,0.09,2.4,8.24E-16,1
directDist,0.01,0.09,2.6,0.008073,0.96823
directDist,0.01,0.09,2.8,0.023039,0.91989
directDist,0.01,0.09,3,0.036707,0.87177
directDist,0.01,0.09,3.2,0.037558,0.87032
directDist,0.01,0.09,3.4,0.053805,0.81189
directDist,0.01,0.09,3.6,0.054439,0.81088
directDist,0.01,0.09,3.8,0.058726,0.80136
directDist,0.01,0.09,4,0.063119,0.78998
directDist,0.01,0.09,4.2,0.063574,0.78936
directDist,0.01,0.09,4.4,0.068257,0.77867
directDist,0.01,0.09,4.6,0.068499,0.77835
directDist,0.01,0.09,4.8,0.077835,0.74126
directDist,0.01,0.09,5,0.078025,0.74102
directDist,0.01,0.095,1,1.14E-13,0.59917
directDist,0.01,0.095,1.2,1.53E-21,1
directDist,0.01,0.095,1.4,2.46E-27,1
directDist,0.01,0.095,1.6,8.19E-26,1
directDist,0.01,0.095,1.8,2.32E-25,1
directDist,0.01,0.095,2,5.60E-26,1
directDist,0.01,0.095,2.2,4.10E-25,1
directDist,0.01,0.095,2.4,5.72E-21,1
directDist,0.01,0.095,2.6,0.0073491,0.96918
directDist,0.01,0.095,2.8,0.0097964,0.95523
directDist,0.01,0.095,3,0.022857,0.9185
directDist,0.01,0.095,3.2,0.036032,0.87091
directDist,0.01,0.095,3.4,0.036717,0.86969
directDist,0.01,0.095,3.6,0.052434,0.81133
directDist,0.01,0.095,3.8,0.052981,0.81042
directDist,0.01,0.095,4,0.056119,0.80223
directDist,0.01,0.095,4.2,0.061205,0.78984
directDist,0.01,0.095,4.4,0.061669,0.78918
directDist,0.01,0.095,4.6,0.061972,0.78875
directDist,0.01,0.095,4.8,0.066432,0.77822
directDist,0.01,0.095,5,0.075365,0.74124
directDist,0.01,0.1,1,2.67E-14,0.60049
directDist,0.01,0.1,1.2,8.00E-22,1
directDist,0.01,0.1,1.4,3.13E-26,1
directDist,0.01,0.1,1.6,1.11E-25,1
directDist,0.01,0.1,1.8,6.88E-28,1
directDist,0.01,0.1,2,1.68E-25,1
directDist,0.01,0.1,2.2,1.63E-26,1
directDist,0.01,0.1,2.4,2.39E-24,1
directDist,0.01,0.1,2.6,2.50E-19,1
directDist,0.01,0.1,2.8,0.007584,0.96817
directDist,0.01,0.1,3,0.021456,0.92018
directDist,0.01,0.1,3.2,0.034205,0.87233
directDist,0.01,0.1,3.4,0.035298,0.8702
directDist,0.01,0.1,3.6,0.035869,0.86915
directDist,0.01,0.1,3.8,0.051082,0.81085
directDist,0.01,0.1,4,0.051566,0.81001
directDist,0.01,0.1,4.2,0.051906,0.80942
directDist,0.01,0.1,4.4,0.055982,0.79965
directDist,0.01,0.1,4.6,0.059828,0.78905
directDist,0.01,0.1,4.8,0.060136,0.7886
directDist,0.01,0.1,5,0.064456,0.77812
forestDist,0.005,0,1,NaN,0.5748
forestDist,0.005,0,1.2,NaN,0.5748
forestDist,0.005,0,1.4,NaN,0.5748
forestDist,0.005,0,1.6,NaN,0.5748
forestDist,0.005,0,1.8,NaN,0.5748
forestDist,0.005,0,2,NaN,0.5748
forestDist,0.005,0,2.2,NaN,0.5748
forestDist,0.005,0,2.4,NaN,0.5748
forestDist,0.005,0,2.6,NaN,0.5748
forestDist,0.005,0,2.8,NaN,0.5748
forestDist,0.005,0,3,NaN,0.5748
forestDist,0.005,0,3.2,NaN,0.5748
forestDist,0.005,0,3.4,NaN,0.5748
forestDist,0.005,0,3.6,NaN,0.5748
forestDist,0.005,0,3.8,NaN,0.5748
forestDist,0.005,0,4,NaN,0.5748
forestDist,0.005,0,4.2,NaN,0.5748
forestDist,0.005,0,4.4,NaN,0.5748
forestDist,0.005,0,4.6,NaN,0.5748
forestDist,0.005,0,4.8,NaN,0.5748
forestDist,0.005,0,5,NaN,0.5748
forestDist,0.005,0.005,1,0.0094335,0.57694
forestDist,0.005,0.005,1.2,0.10577,0.7793
forestDist,0.005,0.005,1.4,0.1397,0.76831
forestDist,0.005,0.005,1.6,0.15269,0.75603
forestDist,0.005,0.005,1.8,0.16204,0.74362
forestDist,0.005,0.005,2,0.17022,0.72723
forestDist,0.005,0.005,2.2,0.17061,0.7272
forestDist,0.005,0.005,2.4,0.17783,0.70867
forestDist,0.005,0.005,2.6,0.17794,0.70866
forestDist,0.005,0.005,2.8,0.18459,0.69403
forestDist,0.005,0.005,3,0.18463,0.69403
forestDist,0.005,0.005,3.2,0.18464,0.69403
forestDist,0.005,0.005,3.4,0.20107,0.64313
forestDist,0.005,0.005,3.6,0.20108,0.64313
forestDist,0.005,0.005,3.8,0.20108,0.64313
forestDist,0.005,0.005,4,0.20109,0.64313
forestDist,0.005,0.005,4.2,0.20109,0.64313
forestDist,0.005,0.005,4.4,0.20109,0.64313
forestDist,0.005,0.005,4.6,0.20531,0.63797
forestDist,0.005,0.005,4.8,0.20531,0.63797
forestDist,0.005,0.005,5,0.20531,0.63797
forestDist,0.005,0.01,1,0.0027062,0.58104
forestDist,0.005,0.01,1.2,0.059811,0.83719
forestDist,0.005,0.01,1.4,0.098548,0.80319
forestDist,0.005,0.01,1.6,0.1273,0.76966
forestDist,0.005,0.01,1.8,0.13144,0.76868
forestDist,0.005,0.01,2,0.14001,0.75551
forestDist,0.005,0.01,2.2,0.14754,0.74315
forestDist,0.005,0.01,2.4,0.15457,0.72665
forestDist,0.005,0.01,2.6,0.15492,0.72658
forestDist,0.005,0.01,2.8,0.1613,0.7079
forestDist,0.005,0.01,3,0.16142,0.70788
forestDist,0.005,0.01,3.2,0.16738,0.69332
forestDist,0.005,0.01,3.4,0.1741,0.66056
forestDist,0.005,0.01,3.6,0.17413,0.66057
forestDist,0.005,0.01,3.8,0.17415,0.66057
forestDist,0.005,0.01,4,0.17416,0.66057
forestDist,0.005,0.01,4.2,0.17811,0.65176
forestDist,0.005,0.01,4.4,0.18189,0.6424
forestDist,0.005,0.01,4.6,0.18189,0.6424
forestDist,0.005,0.01,4.8,0.1819,0.6424
forestDist,0.005,0.01,5,0.1819,0.6424
forestDist,0.005,0.015,1,0.00088889,0.5844
forestDist,0.005,0.015,1.2,0.019785,0.92098
forestDist,0.005,0.015,1.4,0.060897,0.85056
forestDist,0.005,0.015,1.6,0.091247,0.80556
forestDist,0.005,0.015,1.8,0.11711,0.76977
forestDist,0.005,0.015,2,0.12071,0.76842
forestDist,0.005,0.015,2.2,0.12239,0.76784
forestDist,0.005,0.015,2.4,0.12928,0.75488
forestDist,0.005,0.015,2.6,0.13562,0.74272
forestDist,0.005,0.015,2.8,0.14174,0.72623
forestDist,0.005,0.015,3,0.14201,0.72614
forestDist,0.005,0.015,3.2,0.14769,0.70737
forestDist,0.005,0.015,3.4,0.15974,0.65955
forestDist,0.005,0.015,3.6,0.15981,0.65955
forestDist,0.005,0.015,3.8,0.15986,0.65956
forestDist,0.005,0.015,4,0.15988,0.65956
forestDist,0.005,0.015,4.2,0.1599,0.65956
forestDist,0.005,0.015,4.4,0.15992,0.65957
forestDist,0.005,0.015,4.6,0.15992,0.65957
forestDist,0.005,0.015,4.8,0.15993,0.65957
forestDist,0.005,0.015,5,0.15993,0.65957
forestDist,0.005,0.02,1,0.00031273,0.58746
forestDist,0.005,0.02,1.2,4.20E-05,0.99597
forestDist,0.005,0.02,1.4,0.02996,0.91509
forestDist,0.005,0.02,1.6,0.059727,0.85197
forestDist,0.005,0.02,1.8,0.085389,0.80583
forestDist,0.005,0.02,2,0.10047,0.78202
forestDist,0.005,0.02,2.2,0.11171,0.76827
forestDist,0.005,0.02,2.4,0.11328,0.76754
forestDist,0.005,0.02,2.6,0.11938,0.75467
forestDist,0.005,0.02,2.8,0.12003,0.75435
forestDist,0.005,0.02,3,0.12549,0.7424
forestDist,0.005,0.02,3.2,0.1309,0.72595
forestDist,0.005,0.02,3.4,0.14316,0.67321
forestDist,0.005,0.02,3.6,0.14768,0.65881
forestDist,0.005,0.02,3.8,0.14777,0.65881
forestDist,0.005,0.02,4,0.14782,0.65881
forestDist,0.005,0.02,4.2,0.14786,0.65881
forestDist,0.005,0.02,4.4,0.14789,0.65882
forestDist,0.005,0.02,4.6,0.14791,0.65882
forestDist,0.005,0.02,4.8,0.14792,0.65882
forestDist,0.005,0.02,5,0.14793,0.65882
forestDist,0.005,0.025,1,0.00011319,0.59037
forestDist,0.005,0.025,1.2,1.94E-06,0.99947
forestDist,0.005,0.025,1.4,0.0043117,0.98183
forestDist,0.005,0.025,1.6,0.035015,0.90188
forestDist,0.005,0.025,1.8,0.063053,0.83263
forestDist,0.005,0.025,2,0.079926,0.80583
forestDist,0.005,0.025,2.2,0.091454,0.78456
forestDist,0.005,0.025,2.4,0.10393,0.76823
forestDist,0.005,0.025,2.6,0.1054,0.76738
forestDist,0.005,0.025,2.8,0.1063,0.76686
forestDist,0.005,0.025,3,0.11149,0.75422
forestDist,0.005,0.025,3.2,0.11194,0.75395
forestDist,0.005,0.025,3.4,0.12903,0.69148
forestDist,0.005,0.025,3.6,0.13315,0.6726
forestDist,0.005,0.025,3.8,0.13735,0.65828
forestDist,0.005,0.025,4,0.13744,0.65828
forestDist,0.005,0.025,4.2,0.1375,0.65827
forestDist,0.005,0.025,4.4,0.13755,0.65827
forestDist,0.005,0.025,4.6,0.13758,0.65827
forestDist,0.005,0.025,4.8,0.1376,0.65827
forestDist,0.005,0.025,5,0.13762,0.65827
forestDist,0.005,0.03,1,4.14E-05,0.59317
forestDist,0.005,0.03,1.2,2.03E-07,0.99984
forestDist,0.005,0.03,1.4,3.26E-08,0.99995
forestDist,0.005,0.03,1.6,0.016141,0.95214
forestDist,0.005,0.03,1.8,0.037332,0.89317
forestDist,0.005,0.03,2,0.056334,0.8418
forestDist,0.005,0.03,2.2,0.07382,0.80702
forestDist,0.005,0.03,2.4,0.08576,0.78457
forestDist,0.005,0.03,2.6,0.096985,0.76834
forestDist,0.005,0.03,2.8,0.09846,0.76733
forestDist,0.005,0.03,3,0.099344,0.76672
forestDist,0.005,0.03,3.2,0.099931,0.76632
forestDist,0.005,0.03,3.4,0.11675,0.7075
forestDist,0.005,0.03,3.6,0.12066,0.69111
forestDist,0.005,0.03,3.8,0.12444,0.67217
forestDist,0.005,0.03,4,0.12457,0.67213
forestDist,0.005,0.03,4.2,0.12846,0.65791
forestDist,0.005,0.03,4.4,0.12853,0.6579
forestDist,0.005,0.03,4.6,0.12858,0.65789
forestDist,0.005,0.03,4.8,0.12861,0.65789
forestDist,0.005,0.03,5,0.12864,0.65788
forestDist,0.005,0.035,1,1.51E-05,0.59587
forestDist,0.005,0.035,1.2,2.83E-08,0.99994
forestDist,0.005,0.035,1.4,5.57E-10,0.99999
forestDist,0.005,0.035,1.6,7.61E-08,0.99985
forestDist,0.005,0.035,1.8,0.018352,0.94734
forestDist,0.005,0.035,2,0.036803,0.89247
forestDist,0.005,0.035,2.2,0.051745,0.85107
forestDist,0.005,0.035,2.4,0.061802,0.82452
forestDist,0.005,0.035,2.6,0.080663,0.78444
forestDist,0.005,0.035,2.8,0.082088,0.78314
forestDist,0.005,0.035,3,0.092225,0.76741
forestDist,0.005,0.035,3.2,0.093132,0.7667
forestDist,0.005,0.035,3.4,0.10298,0.73062
forestDist,0.005,0.035,3.6,0.10649,0.71844
forestDist,0.005,0.035,3.8,0.11328,0.69087
forestDist,0.005,0.035,4,0.11677,0.67188
forestDist,0.005,0.035,4.2,0.11691,0.67181
forestDist,0.005,0.035,4.4,0.12055,0.65767
forestDist,0.005,0.035,4.6,0.12063,0.65765
forestDist,0.005,0.035,4.8,0.12068,0.65764
forestDist,0.005,0.035,5,0.12072,0.65763
forestDist,0.005,0.04,1,5.54E-06,0.59845
forestDist,0.005,0.04,1.2,4.66E-09,0.99998
forestDist,0.005,0.04,1.4,3.28E-11,1
forestDist,0.005,0.04,1.6,1.83E-10,1
forestDist,0.005,0.04,1.8,3.54E-06,0.99895
forestDist,0.005,0.04,2,0.018591,0.94526
forestDist,0.005,0.04,2.2,0.035134,0.89762
forestDist,0.005,0.04,2.4,0.045277,0.86772
forestDist,0.005,0.04,2.6,0.05824,0.82518
forestDist,0.005,0.04,2.8,0.075943,0.7845
forestDist,0.005,0.04,3,0.077359,0.78302
forestDist,0.005,0.04,3.2,0.083466,0.77117
forestDist,0.005,0.04,3.4,0.087494,0.7668
forestDist,0.005,0.04,3.6,0.097374,0.73013
forestDist,0.005,0.04,3.8,0.097646,0.72993
forestDist,0.005,0.04,4,0.10075,0.71792
forestDist,0.005,0.04,4.2,0.10995,0.67169
forestDist,0.005,0.04,4.4,0.11009,0.67161
forestDist,0.005,0.04,4.6,0.11353,0.65754
forestDist,0.005,0.04,4.8,0.1136,0.65751
forestDist,0.005,0.04,5,0.11366,0.65748
forestDist,0.005,0.045,1,2.02E-06,0.60088
forestDist,0.005,0.045,1.2,8.67E-10,0.99999
forestDist,0.005,0.045,1.4,3.09E-12,1
forestDist,0.005,0.045,1.6,3.87E-12,1
forestDist,0.005,0.045,1.8,1.73E-10,1
forestDist,0.005,0.045,2,0.0017541,0.98916
forestDist,0.005,0.045,2.2,0.018221,0.94463
forestDist,0.005,0.045,2.4,0.029652,0.90594
forestDist,0.005,0.045,2.6,0.043121,0.8678
forestDist,0.005,0.045,2.8,0.0501,0.8433
forestDist,0.005,0.045,3,0.071131,0.78529
forestDist,0.005,0.045,3.2,0.07299,0.78306
forestDist,0.005,0.045,3.4,0.073871,0.78205
forestDist,0.005,0.045,3.6,0.091942,0.73003
forestDist,0.005,0.045,3.8,0.0923,0.72973
forestDist,0.005,0.045,4,0.092564,0.7295
forestDist,0.005,0.045,4.2,0.092761,0.72934
forestDist,0.005,0.045,4.4,0.10384,0.6716
forestDist,0.005,0.045,4.6,0.10397,0.6715
forestDist,0.005,0.045,4.8,0.10724,0.65749
forestDist,0.005,0.045,5,0.10731,0.65745
forestDist,0.005,0.05,1,7.35E-07,0.60314
forestDist,0.005,0.05,1.2,1.79E-10,0.99999
forestDist,0.005,0.05,1.4,3.66E-13,1
forestDist,0.005,0.05,1.6,1.95E-13,1
forestDist,0.005,0.05,1.8,1.73E-12,1
forestDist,0.005,0.05,2,1.93E-10,0.99999
forestDist,0.005,0.05,2.2,0.0060886,0.98108
forestDist,0.005,0.05,2.4,0.017616,0.94467
forestDist,0.005,0.05,2.6,0.026723,0.91627
forestDist,0.005,0.05,2.8,0.041077,0.86752
forestDist,0.005,0.05,3,0.042296,0.86516
forestDist,0.005,0.05,3.2,0.059476,0.80483
forestDist,0.005,0.05,3.4,0.068791,0.78346
forestDist,0.005,0.05,3.6,0.086861,0.73019
forestDist,0.005,0.05,3.8,0.08733,0.72974
forestDist,0.005,0.05,4,0.087675,0.72941
forestDist,0.005,0.05,4.2,0.087933,0.72916
forestDist,0.005,0.05,4.4,0.088128,0.72897
forestDist,0.005,0.05,4.6,0.095505,0.68261
forestDist,0.005,0.05,4.8,0.098454,0.67146
forestDist,0.005,0.05,5,0.10156,0.65751
forestDist,0.005,0.055,1,2.67E-07,0.60521
forestDist,0.005,0.055,1.2,4.08E-11,1
forestDist,0.005,0.055,1.4,5.05E-14,1
forestDist,0.005,0.055,1.6,1.60E-14,1
forestDist,0.005,0.055,1.8,5.70E-14,1
forestDist,0.005,0.055,2,9.01E-13,1
forestDist,0.005,0.055,2.2,1.70E-10,0.99999
forestDist,0.005,0.055,2.4,0.0066612,0.9797
forestDist,0.005,0.055,2.6,0.016992,0.94451
forestDist,0.005,0.055,2.8,0.025543,0.91634
forestDist,0.005,0.055,3,0.038951,0.8677
forestDist,0.005,0.055,3.2,0.040287,0.86528
forestDist,0.005,0.055,3.4,0.056181,0.80555
forestDist,0.005,0.055,3.6,0.082018,0.73069
forestDist,0.005,0.055,3.8,0.082644,0.73001
forestDist,0.005,0.055,4,0.083097,0.72952
forestDist,0.005,0.055,4.2,0.083433,0.72916
forestDist,0.005,0.055,4.4,0.083687,0.72888
forestDist,0.005,0.055,4.6,0.083883,0.72868
forestDist,0.005,0.055,4.8,0.084034,0.72852
forestDist,0.005,0.055,5,0.090796,0.6824
forestDist,0.005,0.06,1,9.66E-08,0.60706
forestDist,0.005,0.06,1.2,1.02E-11,1
forestDist,0.005,0.06,1.4,7.69E-15,1
forestDist,0.005,0.06,1.6,1.72E-15,1
forestDist,0.005,0.06,1.8,3.21E-15,1
forestDist,0.005,0.06,2,2.24E-14,1
forestDist,0.005,0.06,2.2,4.30E-13,1
forestDist,0.005,0.06,2.4,9.33E-11,0.99999
forestDist,0.005,0.06,2.6,0.0059043,0.98065
forestDist,0.005,0.06,2.8,0.016367,0.94423
forestDist,0.005,0.06,3,0.024329,0.91636
forestDist,0.005,0.06,3.2,0.028255,0.89977
forestDist,0.005,0.06,3.4,0.03836,0.86521
forestDist,0.005,0.06,3.6,0.077208,0.73178
forestDist,0.005,0.06,3.8,0.078123,0.73065
forestDist,0.005,0.06,4,0.078741,0.7299
forestDist,0.005,0.06,4.2,0.079187,0.72937
forestDist,0.005,0.06,4.4,0.079521,0.72898
forestDist,0.005,0.06,4.6,0.079775,0.72868
forestDist,0.005,0.06,4.8,0.079972,0.72845
forestDist,0.005,0.06,5,0.080127,0.72827
forestDist,0.005,0.065,1,3.47E-08,0.60871
forestDist,0.005,0.065,1.2,2.79E-12,1
forestDist,0.005,0.065,1.4,1.28E-15,1
forestDist,0.005,0.065,1.6,2.22E-16,1
forestDist,0.005,0.065,1.8,2.54E-16,1
forestDist,0.005,0.065,2,1.07E-15,1
forestDist,0.005,0.065,2.2,8.33E-15,1
forestDist,0.005,0.065,2.4,1.70E-13,1
forestDist,0.005,0.065,2.6,2.96E-11,1
forestDist,0.005,0.065,2.8,0.0001601,0.99454
forestDist,0.005,0.065,3,0.015719,0.94402
forestDist,0.005,0.065,3.2,0.016808,0.93757
forestDist,0.005,0.065,3.4,0.024201,0.91443
forestDist,0.005,0.065,3.6,0.059789,0.76654
forestDist,0.005,0.065,3.8,0.073415,0.73213
